id,title,content,label
30,국산 차량용 반도체 상용화,국내 기업이 독자 개발한 차량용 통신 반도체가 국내 완성차 업체에 공급되며 상용화 단계에 진입했다. 이는 외산 부품 의존도를 줄이고 국내 기술 경쟁력을 높이는 성과로 평가된다. 전문가들은 글로벌 시장 진출 가능성도 언급했다.,1
31,"현대차, 신형 전기차 출시","현대자동차가 신형 전기차 모델을 발표하며 글로벌 시장 공략에 나섰다. 이번 모델은 주행거리를 기존보다 20% 늘렸으며, 첨단 운전자 보조 시스템이 탑재됐다. 업계에서는 테슬라와의 경쟁이 더욱 치열해질 것으로 보고 있다.",1
32,"기아, 전기차 판매 호조",기아는 올해 상반기 전기차 판매량이 전년 대비 35% 증가했다고 밝혔다. 특히 유럽과 북미 시장에서의 수요가 크게 늘면서 실적 상승에 기여했다. 회사 측은 향후 전기차 전용 공장을 확대할 계획이다.,1
33,"삼성SDI, 차량용 배터리 생산 확대",삼성SDI가 미국 미시간 공장의 차량용 배터리 생산 라인을 확충한다. 이는 최근 급증하는 글로벌 전기차 수요에 대응하기 위한 조치다. 업계에서는 안정적인 공급망 확보가 가능할 것으로 기대한다.,1
34,"LG이노텍, 자율주행 센서 공급",LG이노텍은 글로벌 완성차 업체와 자율주행 센서 장기 공급 계약을 체결했다. 해당 센서는 고속도로 주행 보조 기능을 구현하는 핵심 부품이다. 계약 규모는 수천억 원에 이를 것으로 전망된다.,1
35,국산 차량용 반도체 상용화,국내 기업이 독자 개발한 차량용 통신 반도체가 국내 완성차 업체에 공급되며 상용화 단계에 진입했다. 이는 외산 부품 의존도를 줄이고 국내 기술 경쟁력을 높이는 성과로 평가된다. 전문가들은 글로벌 시장 진출 가능성도 언급했다.,1
36,"현대차, 신형 전기차 출시","현대자동차가 신형 전기차 모델을 발표하며 글로벌 시장 공략에 나섰다. 이번 모델은 주행거리를 기존보다 20% 늘렸으며, 첨단 운전자 보조 시스템이 탑재됐다. 업계에서는 테슬라와의 경쟁이 더욱 치열해질 것으로 보고 있다.",1
37,"기아, 전기차 판매 호조",기아는 올해 상반기 전기차 판매량이 전년 대비 35% 증가했다고 밝혔다. 특히 유럽과 북미 시장에서의 수요가 크게 늘면서 실적 상승에 기여했다. 회사 측은 향후 전기차 전용 공장을 확대할 계획이다.,1
38,"삼성SDI, 차량용 배터리 생산 확대",삼성SDI가 미국 미시간 공장의 차량용 배터리 생산 라인을 확충한다. 이는 최근 급증하는 글로벌 전기차 수요에 대응하기 위한 조치다. 업계에서는 안정적인 공급망 확보가 가능할 것으로 기대한다.,1
39,"LG이노텍, 자율주행 센서 공급",LG이노텍은 글로벌 완성차 업체와 자율주행 센서 장기 공급 계약을 체결했다. 해당 센서는 고속도로 주행 보조 기능을 구현하는 핵심 부품이다. 계약 규모는 수천억 원에 이를 것으로 전망된다.,1
40,국산 차량용 반도체 상용화,국내 기업이 독자 개발한 차량용 통신 반도체가 국내 완성차 업체에 공급되며 상용화 단계에 진입했다. 이는 외산 부품 의존도를 줄이고 국내 기술 경쟁력을 높이는 성과로 평가된다. 전문가들은 글로벌 시장 진출 가능성도 언급했다.,1
41,서울 아파트 분양가 상승,서울 주요 지역의 아파트 분양가가 지속적으로 오르고 있다. 전문가들은 금리 인상에도 불구하고 주택 수요가 여전히 견조하다고 분석한다. 이에 따라 전세 시장에도 영향을 줄 가능성이 크다.,0
42,미국 금리 인상,"미국 연방준비제도가 기준금리를 추가 인상했다. 글로벌 금융시장은 이에 따라 변동성을 키우고 있으며, 원달러 환율도 상승세를 보였다. 투자자들은 안전자산 선호를 강화하는 모습이다.",0
43,"삼성전자, 스마트폰 신제품 출시",삼성전자가 신형 스마트폰을 공개하며 글로벌 시장에 도전장을 냈다. 이번 제품은 카메라 성능과 배터리 용량을 대폭 강화했다. 업계에서는 애플과의 경쟁이 본격화될 것으로 전망한다.,0
44,"넷플릭스, 한국 드라마 투자 확대",넷플릭스가 한국 드라마 제작에 대규모 투자를 단행한다고 발표했다. 이는 최근 한국 콘텐츠가 글로벌 시장에서 인기를 얻고 있기 때문이다. 제작사들은 추가 일자리 창출 효과를 기대한다.,0
45,"손흥민, 프리미어리그 득점왕","토트넘 홋스퍼 소속 손흥민 선수가 프리미어리그 득점왕에 올랐다. 이는 아시아 선수 최초 기록으로, 국내외 팬들의 축하가 이어지고 있다. 구단은 그의 활약에 큰 기대를 걸고 있다.",0
46,서울 아파트 분양가 상승,서울 주요 지역의 아파트 분양가가 지속적으로 오르고 있다. 전문가들은 금리 인상에도 불구하고 주택 수요가 여전히 견조하다고 분석한다. 이에 따라 전세 시장에도 영향을 줄 가능성이 크다.,0
47,미국 금리 인상,"미국 연방준비제도가 기준금리를 추가 인상했다. 글로벌 금융시장은 이에 따라 변동성을 키우고 있으며, 원달러 환율도 상승세를 보였다. 투자자들은 안전자산 선호를 강화하는 모습이다.",0
48,"삼성전자, 스마트폰 신제품 출시",삼성전자가 신형 스마트폰을 공개하며 글로벌 시장에 도전장을 냈다. 이번 제품은 카메라 성능과 배터리 용량을 대폭 강화했다. 업계에서는 애플과의 경쟁이 본격화될 것으로 전망한다.,0
49,"넷플릭스, 한국 드라마 투자 확대",넷플릭스가 한국 드라마 제작에 대규모 투자를 단행한다고 발표했다. 이는 최근 한국 콘텐츠가 글로벌 시장에서 인기를 얻고 있기 때문이다. 제작사들은 추가 일자리 창출 효과를 기대한다.,0
50,"손흥민, 프리미어리그 득점왕","토트넘 홋스퍼 소속 손흥민 선수가 프리미어리그 득점왕에 올랐다. 이는 아시아 선수 최초 기록으로, 국내외 팬들의 축하가 이어지고 있다. 구단은 그의 활약에 큰 기대를 걸고 있다.",0
51,서울 아파트 분양가 상승,서울 주요 지역의 아파트 분양가가 지속적으로 오르고 있다. 전문가들은 금리 인상에도 불구하고 주택 수요가 여전히 견조하다고 분석한다. 이에 따라 전세 시장에도 영향을 줄 가능성이 크다.,0
52,미국 금리 인상,"미국 연방준비제도가 기준금리를 추가 인상했다. 글로벌 금융시장은 이에 따라 변동성을 키우고 있으며, 원달러 환율도 상승세를 보였다. 투자자들은 안전자산 선호를 강화하는 모습이다.",0
53,"삼성전자, 스마트폰 신제품 출시",삼성전자가 신형 스마트폰을 공개하며 글로벌 시장에 도전장을 냈다. 이번 제품은 카메라 성능과 배터리 용량을 대폭 강화했다. 업계에서는 애플과의 경쟁이 본격화될 것으로 전망한다.,0
54,"넷플릭스, 한국 드라마 투자 확대",넷플릭스가 한국 드라마 제작에 대규모 투자를 단행한다고 발표했다. 이는 최근 한국 콘텐츠가 글로벌 시장에서 인기를 얻고 있기 때문이다. 제작사들은 추가 일자리 창출 효과를 기대한다.,0
55,"손흥민, 프리미어리그 득점왕","토트넘 홋스퍼 소속 손흥민 선수가 프리미어리그 득점왕에 올랐다. 이는 아시아 선수 최초 기록으로, 국내외 팬들의 축하가 이어지고 있다. 구단은 그의 활약에 큰 기대를 걸고 있다.",0
56,서울 아파트 분양가 상승,서울 주요 지역의 아파트 분양가가 지속적으로 오르고 있다. 전문가들은 금리 인상에도 불구하고 주택 수요가 여전히 견조하다고 분석한다. 이에 따라 전세 시장에도 영향을 줄 가능성이 크다.,0
57,미국 금리 인상,"미국 연방준비제도가 기준금리를 추가 인상했다. 글로벌 금융시장은 이에 따라 변동성을 키우고 있으며, 원달러 환율도 상승세를 보였다. 투자자들은 안전자산 선호를 강화하는 모습이다.",0
58,"삼성전자, 스마트폰 신제품 출시",삼성전자가 신형 스마트폰을 공개하며 글로벌 시장에 도전장을 냈다. 이번 제품은 카메라 성능과 배터리 용량을 대폭 강화했다. 업계에서는 애플과의 경쟁이 본격화될 것으로 전망한다.,0
59,"넷플릭스, 한국 드라마 투자 확대",넷플릭스가 한국 드라마 제작에 대규모 투자를 단행한다고 발표했다. 이는 최근 한국 콘텐츠가 글로벌 시장에서 인기를 얻고 있기 때문이다. 제작사들은 추가 일자리 창출 효과를 기대한다.,0
60,"손흥민, 프리미어리그 득점왕","토트넘 홋스퍼 소속 손흥민 선수가 프리미어리그 득점왕에 올랐다. 이는 아시아 선수 최초 기록으로, 국내외 팬들의 축하가 이어지고 있다. 구단은 그의 활약에 큰 기대를 걸고 있다.",0
61,서울 아파트 분양가 상승,서울 주요 지역의 아파트 분양가가 지속적으로 오르고 있다. 전문가들은 금리 인상에도 불구하고 주택 수요가 여전히 견조하다고 분석한다. 이에 따라 전세 시장에도 영향을 줄 가능성이 크다.,0
62,미국 금리 인상,"미국 연방준비제도가 기준금리를 추가 인상했다. 글로벌 금융시장은 이에 따라 변동성을 키우고 있으며, 원달러 환율도 상승세를 보였다. 투자자들은 안전자산 선호를 강화하는 모습이다.",0
63,"삼성전자, 스마트폰 신제품 출시",삼성전자가 신형 스마트폰을 공개하며 글로벌 시장에 도전장을 냈다. 이번 제품은 카메라 성능과 배터리 용량을 대폭 강화했다. 업계에서는 애플과의 경쟁이 본격화될 것으로 전망한다.,0
64,"넷플릭스, 한국 드라마 투자 확대",넷플릭스가 한국 드라마 제작에 대규모 투자를 단행한다고 발표했다. 이는 최근 한국 콘텐츠가 글로벌 시장에서 인기를 얻고 있기 때문이다. 제작사들은 추가 일자리 창출 효과를 기대한다.,0
65,"손흥민, 프리미어리그 득점왕","토트넘 홋스퍼 소속 손흥민 선수가 프리미어리그 득점왕에 올랐다. 이는 아시아 선수 최초 기록으로, 국내외 팬들의 축하가 이어지고 있다. 구단은 그의 활약에 큰 기대를 걸고 있다.",0
66,서울 아파트 분양가 상승,서울 주요 지역의 아파트 분양가가 지속적으로 오르고 있다. 전문가들은 금리 인상에도 불구하고 주택 수요가 여전히 견조하다고 분석한다. 이에 따라 전세 시장에도 영향을 줄 가능성이 크다.,0
67,미국 금리 인상,"미국 연방준비제도가 기준금리를 추가 인상했다. 글로벌 금융시장은 이에 따라 변동성을 키우고 있으며, 원달러 환율도 상승세를 보였다. 투자자들은 안전자산 선호를 강화하는 모습이다.",0
68,"삼성전자, 스마트폰 신제품 출시",삼성전자가 신형 스마트폰을 공개하며 글로벌 시장에 도전장을 냈다. 이번 제품은 카메라 성능과 배터리 용량을 대폭 강화했다. 업계에서는 애플과의 경쟁이 본격화될 것으로 전망한다.,0
69,"넷플릭스, 한국 드라마 투자 확대",넷플릭스가 한국 드라마 제작에 대규모 투자를 단행한다고 발표했다. 이는 최근 한국 콘텐츠가 글로벌 시장에서 인기를 얻고 있기 때문이다. 제작사들은 추가 일자리 창출 효과를 기대한다.,0
70,"손흥민, 프리미어리그 득점왕","토트넘 홋스퍼 소속 손흥민 선수가 프리미어리그 득점왕에 올랐다. 이는 아시아 선수 최초 기록으로, 국내외 팬들의 축하가 이어지고 있다. 구단은 그의 활약에 큰 기대를 걸고 있다.",0
71,서울 아파트 분양가 상승,서울 주요 지역의 아파트 분양가가 지속적으로 오르고 있다. 전문가들은 금리 인상에도 불구하고 주택 수요가 여전히 견조하다고 분석한다. 이에 따라 전세 시장에도 영향을 줄 가능성이 크다.,0
72,미국 금리 인상,"미국 연방준비제도가 기준금리를 추가 인상했다. 글로벌 금융시장은 이에 따라 변동성을 키우고 있으며, 원달러 환율도 상승세를 보였다. 투자자들은 안전자산 선호를 강화하는 모습이다.",0
73,"삼성전자, 스마트폰 신제품 출시",삼성전자가 신형 스마트폰을 공개하며 글로벌 시장에 도전장을 냈다. 이번 제품은 카메라 성능과 배터리 용량을 대폭 강화했다. 업계에서는 애플과의 경쟁이 본격화될 것으로 전망한다.,0
74,"넷플릭스, 한국 드라마 투자 확대",넷플릭스가 한국 드라마 제작에 대규모 투자를 단행한다고 발표했다. 이는 최근 한국 콘텐츠가 글로벌 시장에서 인기를 얻고 있기 때문이다. 제작사들은 추가 일자리 창출 효과를 기대한다.,0
75,"손흥민, 프리미어리그 득점왕","토트넘 홋스퍼 소속 손흥민 선수가 프리미어리그 득점왕에 올랐다. 이는 아시아 선수 최초 기록으로, 국내외 팬들의 축하가 이어지고 있다. 구단은 그의 활약에 큰 기대를 걸고 있다.",0
76,서울 아파트 분양가 상승,서울 주요 지역의 아파트 분양가가 지속적으로 오르고 있다. 전문가들은 금리 인상에도 불구하고 주택 수요가 여전히 견조하다고 분석한다. 이에 따라 전세 시장에도 영향을 줄 가능성이 크다.,0
77,미국 금리 인상,"미국 연방준비제도가 기준금리를 추가 인상했다. 글로벌 금융시장은 이에 따라 변동성을 키우고 있으며, 원달러 환율도 상승세를 보였다. 투자자들은 안전자산 선호를 강화하는 모습이다.",0
78,"삼성전자, 스마트폰 신제품 출시",삼성전자가 신형 스마트폰을 공개하며 글로벌 시장에 도전장을 냈다. 이번 제품은 카메라 성능과 배터리 용량을 대폭 강화했다. 업계에서는 애플과의 경쟁이 본격화될 것으로 전망한다.,0
79,"넷플릭스, 한국 드라마 투자 확대",넷플릭스가 한국 드라마 제작에 대규모 투자를 단행한다고 발표했다. 이는 최근 한국 콘텐츠가 글로벌 시장에서 인기를 얻고 있기 때문이다. 제작사들은 추가 일자리 창출 효과를 기대한다.,0
80,"손흥민, 프리미어리그 득점왕","토트넘 홋스퍼 소속 손흥민 선수가 프리미어리그 득점왕에 올랐다. 이는 아시아 선수 최초 기록으로, 국내외 팬들의 축하가 이어지고 있다. 구단은 그의 활약에 큰 기대를 걸고 있다.",0
81,현대차 주가 하락,"현대자동차 주가가 코스피 약세에 동반 하락했다. 증권사들은 단기 조정으로 보고 있지만, 자동차 산업 자체와 직접 관련된 내용은 크지 않다.",0
82,"기아, 전기차 판매 호조로 실적 전망 상향",기아의 전기차 판매 호조로 인해 올해 영업이익 전망치가 상향 조정됐다. 이는 자동차 산업 실적과 밀접하게 연결된 내용이다.,1
83,"배터리 기업, 스마트폰·자동차 동시 공급",국내 배터리 기업이 스마트폰 제조사와 완성차 업체에 동시에 배터리를 공급하고 있다. 다만 기사 초점은 전반적 배터리 시장 확대에 맞춰져 있다.,0
84,"정부, 탄소중립 정책 발표","정부가 2050 탄소중립 달성을 목표로 하는 정책을 내놨다. 정책에는 자동차 배출가스 감축도 포함돼 있지만, 기사 전체 주제는 산업 전반이다.",0
85,자율주행차 도입 논의,국회에서 자율주행차 도입과 관련한 법률 제정이 논의됐다. 이는 자동차 산업 발전과 직접적으로 연관된다.,1
86,현대차 주가 하락,"현대자동차 주가가 코스피 약세에 동반 하락했다. 증권사들은 단기 조정으로 보고 있지만, 자동차 산업 자체와 직접 관련된 내용은 크지 않다.",0
87,"기아, 전기차 판매 호조로 실적 전망 상향",기아의 전기차 판매 호조로 인해 올해 영업이익 전망치가 상향 조정됐다. 이는 자동차 산업 실적과 밀접하게 연결된 내용이다.,1
88,"배터리 기업, 스마트폰·자동차 동시 공급",국내 배터리 기업이 스마트폰 제조사와 완성차 업체에 동시에 배터리를 공급하고 있다. 다만 기사 초점은 전반적 배터리 시장 확대에 맞춰져 있다.,0
89,"정부, 탄소중립 정책 발표","정부가 2050 탄소중립 달성을 목표로 하는 정책을 내놨다. 정책에는 자동차 배출가스 감축도 포함돼 있지만, 기사 전체 주제는 산업 전반이다.",0
90,자율주행차 도입 논의,국회에서 자율주행차 도입과 관련한 법률 제정이 논의됐다. 이는 자동차 산업 발전과 직접적으로 연관된다.,1
91,현대차 주가 하락,"현대자동차 주가가 코스피 약세에 동반 하락했다. 증권사들은 단기 조정으로 보고 있지만, 자동차 산업 자체와 직접 관련된 내용은 크지 않다.",0
92,"기아, 전기차 판매 호조로 실적 전망 상향",기아의 전기차 판매 호조로 인해 올해 영업이익 전망치가 상향 조정됐다. 이는 자동차 산업 실적과 밀접하게 연결된 내용이다.,1
93,"배터리 기업, 스마트폰·자동차 동시 공급",국내 배터리 기업이 스마트폰 제조사와 완성차 업체에 동시에 배터리를 공급하고 있다. 다만 기사 초점은 전반적 배터리 시장 확대에 맞춰져 있다.,0
94,"정부, 탄소중립 정책 발표","정부가 2050 탄소중립 달성을 목표로 하는 정책을 내놨다. 정책에는 자동차 배출가스 감축도 포함돼 있지만, 기사 전체 주제는 산업 전반이다.",0
95,자율주행차 도입 논의,국회에서 자율주행차 도입과 관련한 법률 제정이 논의됐다. 이는 자동차 산업 발전과 직접적으로 연관된다.,1
96,현대차 주가 하락,"현대자동차 주가가 코스피 약세에 동반 하락했다. 증권사들은 단기 조정으로 보고 있지만, 자동차 산업 자체와 직접 관련된 내용은 크지 않다.",0
97,"기아, 전기차 판매 호조로 실적 전망 상향",기아의 전기차 판매 호조로 인해 올해 영업이익 전망치가 상향 조정됐다. 이는 자동차 산업 실적과 밀접하게 연결된 내용이다.,1
98,"배터리 기업, 스마트폰·자동차 동시 공급",국내 배터리 기업이 스마트폰 제조사와 완성차 업체에 동시에 배터리를 공급하고 있다. 다만 기사 초점은 전반적 배터리 시장 확대에 맞춰져 있다.,0
99,"정부, 탄소중립 정책 발표","정부가 2050 탄소중립 달성을 목표로 하는 정책을 내놨다. 정책에는 자동차 배출가스 감축도 포함돼 있지만, 기사 전체 주제는 산업 전반이다.",0
100,자율주행차 도입 논의,국회에서 자율주행차 도입과 관련한 법률 제정이 논의됐다. 이는 자동차 산업 발전과 직접적으로 연관된다.,1
